document,paragraph_index,original_text,semplit_umt5_text,semplit_umt5_n_tokens,semplit_umt5_n_tokens_all,semplit_umt5_n_chars,semplit_umt5_n_chars_all,semplit_umt5_n_syllables,semplit_umt5_n_words,semplit_umt5_n_unique_lemmas,semplit_umt5_n_sentences,semplit_umt5_n_other,semplit_umt5_n_nouns,semplit_umt5_n_verbs,semplit_umt5_n_number,semplit_umt5_n_symbols,semplit_umt5_n_adverbs,semplit_umt5_n_articles,semplit_umt5_n_pronouns,semplit_umt5_n_particles,semplit_umt5_n_adjectives,semplit_umt5_n_prepositions,semplit_umt5_n_proper_nouns,semplit_umt5_n_punctuations,semplit_umt5_n_interjections,semplit_umt5_n_coordinating_conjunctions,semplit_umt5_n_subordinating_conjunctions,semplit_umt5_n_active_verbs,semplit_umt5_n_passive_verbs,semplit_umt5_ttr,semplit_umt5_gulpease,semplit_umt5_flesch_vacca,semplit_umt5_lexical_density,semplit_umt5_n_vdb,semplit_umt5_n_vdb_fo,semplit_umt5_n_vdb_au,semplit_umt5_n_vdb_ad,semplit_umt5_semantic_similarity,semplit_umt5_editdistance,semplit_umt5_n_added_tokens,semplit_umt5_n_deleted_tokens,semplit_umt5_n_added_vdb_tokens,semplit_umt5_n_deleted_vdb_tokens
6d52bcc84ee3fa9bfec74bb009537bd2,69,Domanda di ammissione nella quale il soggetto offerente attesterà che è in regola con la normativa antimafia;,Richiesta di avvenire dove il soggetto che lo offre sarà in vigore per rispettare la legge antimafia.,17,18,84,85,36,17,16,1,0,4,4,0,0,1,2,2,0,1,3,0,1,0,0,0,4,0,100.0,57.23529411764706,51.35294117647058,0.5882352941176471,16,15,2,1,58.975231647491455,61,10,10,10,7
6d52bcc84ee3fa9bfec74bb009537bd2,70,"Domanda di ammissione nella quale il soggetto offerente attesterà che non avanzerà richiesta alcuna di compenso o di rimborso per la partecipazione alla gara, anche in caso di mancata aggiudicazione o annullamento della gara stessa;","Chi chiederà di partecipare a una gara alla quale il persona che deve partecipare deve chiedere di compenso o di rimborso, anche se non vince o annulla il viaggio.",29,31,133,135,57,23,22,1,0,5,8,0,0,2,3,3,0,0,5,0,2,0,2,1,8,0,79.3103448275862,53.48275862068966,49.241379310344826,0.5172413793103449,27,25,2,6,59.439027309417725,138,14,19,14,13
6d52bcc84ee3fa9bfec74bb009537bd2,71,"Nel caso di Raggruppamenti Temporanei di Imprese, Consorzi ordinari, GEIE, aggregazioni tra le imprese aderenti al contratto di rete, la predetta domanda dovrà essere prodotta, a pena di esclusione, da ciascuna impresa componente.","Se le imprese sono gruppi temporanei di imprese, Consorzi ordinari, GEIE, fusioni tra imprese che partecipano al contratto di rete, la domanda deve essere prodotta, altrimenti non verrà esclusa.",29,35,160,166,66,26,24,1,0,9,7,0,0,1,2,1,0,2,4,1,6,0,1,1,2,5,89.65517241379311,44.172413793103445,29.068965517241367,0.6551724137931034,27,23,4,2,80.16087412834167,85,12,16,12,10
6d52bcc84ee3fa9bfec74bb009537bd2,72,"Le dichiarazioni, a pena di esclusione, dovranno essere datate e sottoscritte in ogni pagina dal legale rappresentante del soggetto offerente.","Le dichiarazioni, a meno che siano escluse, devono essere fatte e firmate direttamente dal legale rappresentante del soggetto che offre un prezzo.",22,25,122,125,50,21,20,1,0,4,7,0,0,2,2,1,0,1,3,0,3,0,1,1,2,5,95.45454545454545,47.18181818181818,36.27272727272725,0.6363636363636364,20,18,3,2,78.31756472587585,48,12,10,12,7
6d52bcc84ee3fa9bfec74bb009537bd2,73,"Le dichiarazioni sostitutive dovranno essere corredate, a pena di esclusione, di copia fotostatica del documento d'identità del sottoscrittore.",Le dichiarazioni sostitutive devono essere corredite in una fotocopia del documento d'identità del sottoscrittore.,15,16,100,101,42,14,14,1,0,5,3,0,0,0,2,0,0,1,4,0,1,0,0,0,0,3,93.33333333333333,42.333333333333336,9.000000000000028,0.6,9,9,0,1,91.22338891029358,30,5,9,3,7
6d52bcc84ee3fa9bfec74bb009537bd2,74,"Le dichiarazioni, a pena di esclusione, dovranno essere datate e sottoscritte in ogni pagina; quelle sostitutive dovranno essere corredate di copia fotostatica del documento d'identità del sottoscrittore","Le dichiarazioni devono essere registrate e firmate ogni pagina, ma devono essere firmate e firmate in qualsiasi pagina. Le sostitutive devono essere firmate con una copia fotostatica del documento d'identità del sottoscrittore.",33,36,194,197,84,22,22,2,0,8,11,0,0,0,5,0,0,1,5,0,3,0,3,0,2,9,66.66666666666666,48.39393939393939,24.045454545454533,0.6060606060606061,28,28,0,3,70.37648558616638,79,12,11,12,8
6d52bcc84ee3fa9bfec74bb009537bd2,75,"Certificato di sopralluogo e presa visione, rilasciato dal Responsabile dell'Ufficio Tecnico del Comune di Rionero Sannitico e vistato dai personale autorizzato dai comuni facenti parte dell'area ""D"".",Certificato d'autorizzazione. Questo certificato sarà valido dal Responsabile del Comune di Rionero Sannitico e viene ricevuto dai dipendenti autorizzati dai comuni circostanti.,23,25,154,156,67,22,18,2,0,6,4,0,0,0,1,0,0,2,6,3,2,0,1,0,2,2,95.65217391304348,48.130434782608695,5.15217391304347,0.5217391304347826,14,11,3,3,69.37563419342041,87,11,15,9,9
6d52bcc84ee3fa9bfec74bb009537bd2,76,"La busta B dovrà, a pena di esclusione, essere chiusa e tutti i lembi di chiusura dovranno essere firmati dal concorrente e sigillati con ceralacca o nastro adesivo (sulla ceralacca dovrà essere apposto un sigillo, sul nastro adesivo la firma del concorrente). ","La busta B deve essere chiusa e tutti i lembi per chiudere devono essere firmati dal concorrente e sigillati con ceralacca o nastro adesivo. Se mancano un sigillo e un nastro adesivo, il concorrente deve firmare il concorrente. Poi devono essere poi esenti.",43,47,211,215,91,31,25,3,0,9,13,0,0,2,7,0,0,3,3,1,4,0,4,1,7,6,72.09302325581395,60.86046511627907,54.10852713178293,0.627906976744186,34,30,4,4,81.98567032814026,99,14,15,13,11
6d52bcc84ee3fa9bfec74bb009537bd2,77,"Nella busta dovrà essere inserita, a pena di esclusione, una relazione tecnica descrittiva dei servizi indicati nel Capitolato Speciale e nei suoi allegati. ",Nella busta dovrà essere inclusa un documento tecnico che spiega tutti i servizi offerti nel Capitolato Speciale e nei suo allegati.,21,22,111,112,48,21,19,1,0,5,5,0,0,0,4,1,0,2,3,0,1,0,1,0,2,3,100.0,50.42857142857143,36.428571428571416,0.5714285714285714,17,14,3,1,78.3836305141449,47,10,12,10,10
6d52bcc84ee3fa9bfec74bb009537bd2,78,"Tale offerta, redatta in lingua italiana, sottoscritta dal legale rappresentante dell'impresa partecipante e dai legali rappresentanti delle eventuali imprese raggruppate, dovrà consistere in una relazione dattiloscritta (max 20 fogli formato A4) corredata da allegati tecnici che illustrerà i contenuti e le modalità di realizzazione del servizio proposto, in particolare dovranno essere evidenziati i seguenti elementi:","Per questa offerta, firmata in italiano, firmata dal legale rappresentante dell'azienda partecipante e dai rappresentanti legali dei soggetti che partecipano devono presentare una relazione dettagliata in formato A4, con 20 fogli formato A4. Questo documento dovrebbe includere allegati tecnici che spiegano il funzionamento del servizio proposto, soprattutto se ci sono questi elementi:",53,59,330,336,132,48,40,2,0,16,9,1,0,1,5,3,0,5,9,2,6,0,1,1,9,0,90.56603773584906,38.056603773584904,17.613207547169793,0.5849056603773585,44,35,10,2,73.80031943321228,192,25,29,24,22
6d52bcc84ee3fa9bfec74bb009537bd2,79,Organizzazione del servizio di raccolta e trasporto anche con riferimento alle macchine che si intendono utilizzare ottimizzando i tempi di esecuzione anche sotto il profilo della frequenza;,L'organizzazione del servizio di raccolta e trasporto è importante considerando le macchine che si vogliono usare nel modo corretto per garantire la quantità di acqua e dell'acqua.,29,30,153,154,62,26,23,1,0,9,5,0,0,0,3,2,0,2,6,0,1,0,2,0,5,0,89.65517241379311,46.58620689655172,38.0344827586207,0.5517241379310345,26,25,1,4,76.54662132263184,80,18,17,16,14
6d52bcc84ee3fa9bfec74bb009537bd2,80,"poter disporre, in caso di imprevisti, guasti o emergenze, di personale e mezzi in misura sufficiente a garantire la continuità del servizio nelle condizioni contrattuali per qualsiasi causa non imputabile all'Amministrazione;","Se ci sono problemi o emergenze, l'Amministrazione può assicurare che il servizio continui nel modo previsto quando il contratto non è responsabile.",23,25,125,127,51,22,20,1,0,6,6,0,0,1,3,1,0,1,1,0,2,0,1,3,6,0,95.65217391304348,47.69565217391305,38.86956521739131,0.6086956521739131,22,21,1,2,67.26786494255066,130,18,27,17,21
6d52bcc84ee3fa9bfec74bb009537bd2,81,"progetto di gestione del centro comunale di raccolta sotto i profili delle modalità di identificazione degli utenti, dell'organizzazione dell'accoglienza e della registrazione qualitativa e quantitativa dei conferimenti e dell'abbinamento ai relativi utenti conferenti, del potenziamento del centro di raccolta e delle ore di apertura;","Progetto per gestire il centro comunale di raccolta, come identificare gli utenti, organizzare l'accoglienza e registrare qualità e qualità dei conferimenti. Serve a migliorare il centro di raccolta e a aprire ore di apertura.",35,39,189,193,79,26,24,2,0,12,7,0,0,0,4,0,0,1,7,0,4,0,3,1,7,0,74.28571428571429,52.142857142857146,41.78571428571428,0.5714285714285714,32,30,2,8,80.16102910041809,129,18,26,17,11
6d52bcc84ee3fa9bfec74bb009537bd2,82,Soluzioni tecniche per il ritiro dei rifiuti alle utenze condominiali,"Garantiamo come ritirare i rifiuti nelle case, usando la case in condominio.",12,14,63,65,28,11,10,1,0,4,3,0,0,0,2,0,0,0,2,0,2,0,0,1,3,0,91.66666666666666,61.5,42.333333333333314,0.5833333333333334,10,9,1,0,63.66378664970398,40,11,9,9,5
6d52bcc84ee3fa9bfec74bb009537bd2,83,"Sistemi di controllo del corretto conferimento dei rifiuti da parte delle utenze, con particolare attenzione a quelle condominiali e fluttuanti;","Le persone devono controllare come vengono raccolti i rifiuti, specialmente quelli condominiali e dei contenitori con diversi tipi di rifiuti.",20,22,121,123,51,19,18,1,0,5,4,0,0,2,3,1,0,1,3,0,2,0,1,0,2,2,95.0,43.5,20.25,0.6,18,16,2,2,64.11284804344177,86,13,14,13,9
6d52bcc84ee3fa9bfec74bb009537bd2,84,"Eventuali proposte tecniche migliorative ed integrative, rispetto a quanto specificato nel Capitolato speciale d'Appalto, offerte dall'impresa e che abbiano attinenza con i servizi oggetto dell'appalto;","Le proposte tecniche ed integrate, come stabilito nel Piano speciale d'Appalto, sono offerte dall'azienda e che sono attinenza con i servizi offerti dall'appalto.",26,29,137,140,56,24,21,1,0,7,5,0,0,0,2,1,0,3,5,0,3,0,2,1,3,2,92.3076923076923,47.84615384615385,40.0,0.5769230769230769,21,19,2,3,61.88660264015198,67,9,12,8,7
6d52bcc84ee3fa9bfec74bb009537bd2,85,"L'offerta tecnica, a pena di esclusione, dovrà essere datata e sottoscritta in ogni pagina, dal legale rappresentante del soggetto offerente.","La ditta tecnica deve essere firmata e firmata in ogni pagina, dal responsabile legale del soggetto che offre lo offre.",20,22,98,100,42,18,18,1,0,4,6,0,0,0,2,2,0,2,3,0,2,0,1,0,3,3,90.0,55.0,49.49999999999997,0.6,18,17,2,1,75.06908178329468,62,10,11,10,9
6d52bcc84ee3fa9bfec74bb009537bd2,86,"La sottoscrizione potrà essere eseguita anche da procuratori dei legali rappresentanti e, in tal caso, dovrà essere allegata, a pena di esclusione, la relativa procura in originale o in copia autenticata","La firma può essere fatta anche dai rappresentanti legali, anche da quelli legali. In questo caso, la procura deve essere restituita autenticamente o autenticata.",24,28,135,139,58,21,20,2,0,4,6,0,0,3,3,1,0,3,3,0,4,0,1,0,0,6,87.5,57.75,36.91666666666666,0.6666666666666666,20,18,2,1,69.33311223983765,107,10,19,8,16
6d52bcc84ee3fa9bfec74bb009537bd2,87,"La busta C, a pena di esclusione, dovrà essere chiusa e tutti i lembi di chiusura dovranno essere firmati dal concorrente e sigillati con ceralacca o nastro adesivo (sulla ceralacca dovrà essere apposto un sigillo, sul nastro adesivo la firma del concorrente);","La busta C deve essere chiusa e tutti gli emmibi devono essere firmati dal concorrente e sigillati con ceralacca o nastro adesivo. Se invece non si può inserire, si può inserire un sigillo sul nastro adesivo.",36,39,170,173,75,29,27,2,0,6,11,0,0,2,4,2,0,2,3,2,3,0,3,1,5,6,80.55555555555556,58.44444444444444,52.583333333333314,0.5833333333333334,27,25,2,3,87.9770576953888,87,13,16,12,12
6d52bcc84ee3fa9bfec74bb009537bd2,88,"La busta C, a pena di esclusione, dovrà contenere l'offerta economica, indicando il prezzo per i tutti i servizi di cui all'art. 1 del Capitolato Speciale.","La busta C deve contenere un prezzo economico, indicando quanto costa i servizi definiti all'articolo 1 del Capitolato Speciale.",20,22,108,110,48,20,19,1,0,5,5,1,0,0,3,1,0,2,2,1,2,0,0,0,5,0,100.0,50.0,30.0,0.6,15,14,1,0,90.2488112449646,53,7,14,7,14
6d52bcc84ee3fa9bfec74bb009537bd2,89,"L'offerta economica, a pena di esclusione, dovrà: 
- essere dichiarata comprensiva di tutti i costi, nessuno escluso, per le prestazioni richieste per l'esecuzione del contratto, nonché dell'utile, delle spese generali e delle spese per imprevisti; 
- indicare, da parte dei concorrenti riuniti in Raggruppamento Temporaneo, i servizi o le parti dei servizi che saranno prestati dai singoli soggetti componenti il raggruppamento e la corrispondente percentuale","L'offerta economica deve includere tutti i costi, né nessuno escluso, per le prestazioni richieste per l'esecuzione del contratto e gli obiettivi importanti, e anche i costi per imprevisti. Se non ricevi, devono andare nella graduatoria per essere inclusi nell'offerta economica.",43,49,234,240,96,35,28,2,0,10,8,0,0,2,7,1,0,4,7,0,6,0,3,1,6,2,81.3953488372093,48.53488372093023,39.383720930232556,0.5581395348837209,38,33,5,2,81.50529861450195,219,16,42,13,33
6d52bcc84ee3fa9bfec74bb009537bd2,90,"L'offerta economica a pena di esclusione, dovrà altresì essere datata e sottoscritta in ogni pagina, dal legale rappresentante del soggetto offerente; ",L'offerta economica significa uscire dalla sezione legale. Questo documento deve essere firmato per un periodo di tempo dalla persona che le offre;,23,25,124,126,53,22,22,2,0,6,6,0,0,0,3,2,0,2,4,0,2,0,0,0,3,3,95.65217391304348,61.173913043478265,44.717391304347814,0.6086956521739131,21,21,0,1,79.71109747886658,86,17,16,15,11
6d52bcc84ee3fa9bfec74bb009537bd2,91,"La sottoscrizione potrà essere eseguita anche da procuratori dei legali rappresentanti e, in tal caso, dovrà essere allegata, a pena di esclusione, la relativa procura in originale o in copia autenticata","La firma può essere firmata anche da procuratori dei legali rappresentanti. In questo caso, verrà allegata una procura originale o autenticata a casa.",23,26,125,128,55,23,23,2,0,7,6,0,0,1,3,0,0,1,4,0,3,0,1,0,1,5,100.0,60.73913043478261,39.065217391304344,0.6521739130434783,20,17,3,2,74.43214654922485,76,8,15,8,14
6d52bcc84ee3fa9bfec74bb009537bd2,92,"Il giorno 12.07.2017 presso la sede della CUC della Regione Molise in Campobasso – Via XXIV Maggio 130, alle ore 10:00, si riunirà la Commissione giudicatrice nominata ai sensi dell'art. 77 del D.lgs. 50/2016. Alla gara potranno partecipare i legali rappresentanti delle imprese interessate oppure persone munite di specifica delega, loro conferita da suddetti legali rappresentanti. ","Il 12 luglio 2017 presso la CUC della Regione Molise in Campobasso, alle ore 10:00, si riunirà la Commissione giudicatrice nominata secondo l'articolo 77 del Decreto Legislativo 50/2016. All'assemblea, verranno invitati i rappresentanti legali delle aziende interessate o persone con una delega specifica, confermita da queste persone.",49,55,283,289,115,47,41,2,0,12,5,5,0,0,7,1,0,5,10,3,6,0,1,0,3,2,95.91836734693877,43.48979591836735,28.948979591836718,0.4489795918367347,31,28,3,1,87.15411424636841,145,18,23,12,13
6d52bcc84ee3fa9bfec74bb009537bd2,93,"In seduta pubblica, saranno aperti i plichi regolari, pervenuti entro il termine indicato all'articolo 12 e le buste contenenti la documentazione amministrativa e, in esito all'esame della stessa, sarà pronunciata l'ammissione o l'esclusione dei concorrenti.","Nella riunione pubblica, verranno aperti i plichi regolari permessi entro il termine indicato nell'articolo 12 e le buste contenenti i documenti che le riguardano e, se non è possibile accedervi, saranno cancellati o escluse.",35,39,188,192,80,32,29,1,0,6,10,1,0,1,4,2,0,4,3,0,4,0,3,1,8,2,91.42857142857143,43.857142857142854,22.428571428571416,0.6,29,26,3,3,73.9397644996643,97,15,21,11,16
6d52bcc84ee3fa9bfec74bb009537bd2,94,"Successivamente, la Commissione giudicatrice, in una o più sedute riservate, si riunirà per valutare i progetti (offerte tecniche) presentati dai concorrenti ammessi attribuendo i punteggi previsti all'art. 11 - 11.1).","Prima, la commissione giudicatrice si riunirà per capire i progetti presentati dai concorrenti ammessi, fornendo i punteggi previsti dall'articolo 11 - 11.1.",22,26,132,136,53,21,19,1,0,5,5,2,0,1,3,1,0,2,3,0,4,0,0,0,5,0,95.45454545454545,42.63636363636363,27.409090909090907,0.5909090909090909,16,14,1,1,88.78385424613953,69,6,14,5,12
6d52bcc84ee3fa9bfec74bb009537bd2,95,"Infine, in seduta pubblica, si renderà conto dei punteggi attribuiti alle offerte tecniche, si procederà all'apertura delle offerte economiche e saranno assegnati i relativi punteggi indicati all'art. 11 - 11.2). ","Inoltre, durante questa riunione pubblica verranno fatti dei punteggi alle offerte tecniche e verranno assegnati i punteggi indicati nell'articolo 11 - 11.2.",22,25,133,136,53,20,20,1,0,5,5,2,0,1,2,0,0,2,4,0,3,0,1,0,1,4,90.9090909090909,42.18181818181818,27.409090909090907,0.5909090909090909,17,14,1,3,72.72468209266663,97,9,17,8,12
6d52bcc84ee3fa9bfec74bb009537bd2,96,"Si stilerà, quindi, la graduatoria sulla base dei punteggi complessivi (somma di quelli per l'offerta tecnica, eventualmente riparametrata, e di quelli per l'offerta economica) conseguiti da ciascun concorrente. ","Si stabilirà la lista degli ultimi punteggi, diviso in base ai punteggi complessivi, inclusi quelli per l'assistenza tecnica e economica. Si valuterà anche se il concorrente possiede i punteggi disponibili.",31,35,173,177,74,28,25,2,0,7,5,0,0,1,4,3,0,5,4,0,4,0,1,1,5,0,90.32258064516128,52.54838709677419,35.33870967741933,0.5806451612903226,28,21,4,4,71.97311520576477,109,16,15,13,10
6d52bcc84ee3fa9bfec74bb009537bd2,97,I criteri di individuazione e di verifica nonché il procedimento di verifica e di esclusione delle offerte anormalmente basse (offerte anomale) sono regolati dall'art. 97 del D.lgs. 50/2016. ,"L'articolo 97 del Decreto Legislativo 50/2016 regola come individuare e verificare correttamente le offerte basse e escluderle dalle offerte standard, come stabilito dall'articolo 97 del Decreto Legislativo 50/2016.",30,32,186,188,76,21,19,1,0,6,5,4,0,1,2,0,0,4,4,0,2,0,2,2,5,0,70.0,37.0,11.333333333333314,0.5333333333333333,17,14,3,2,60.28536558151245,116,18,20,12,15
6d52bcc84ee3fa9bfec74bb009537bd2,98,"Qualora un'offerta fosse ritenuta anomala, si procederà alla verifica di congruità progressivamente nei confronti delle successive migliori offerte, fino a individuare la migliore offerta non anomala. All'esito del procedimento di verifica, la stazione appaltante dichiarerà le eventuali esclusioni di ciascuna offerta che, in base all'esame degli elementi forniti, risultasse, nel suo complesso, inaffidabile, e procederà, nel rispetto delle disposizioni del D.lgs. 50/2016, all'aggiudicazione definitiva in favore della migliore offerta non anomala. ","Se qualcuno ha vinto un'offerta peggiore prima di fare un'offerta che non è stato migliore, l'azienda farà una prova definitiva per valutare la migliore offerta della nuova azienda. Questa verifica sarà di nuovo verificata e rimarrà inaffidabile e dovrà essere avviata entro le stabilite del Decreto Legislativo 50/2016.",51,54,270,273,113,44,35,2,0,9,13,1,0,2,7,2,0,8,6,0,3,0,2,1,10,3,86.27450980392157,47.8235294117647,36.480392156862735,0.6274509803921569,43,41,2,4,63.084614276885986,341,30,50,26,29
6d52bcc84ee3fa9bfec74bb009537bd2,99,"Sarà pronunciata, quindi, l'aggiudicazione provvisoria della gara a favore del soggetto offerente che avrà presentato la migliore offerta non anomala.",Promuovere la gara per il capo dell'offerta che sarà quella più buona per i clienti.,16,17,69,70,27,15,13,1,0,4,2,0,0,1,3,1,0,1,3,0,1,0,0,1,2,0,93.75,64.625,80.3125,0.5,14,14,0,0,63.10136318206787,92,12,17,10,11
6d52bcc84ee3fa9bfec74bb009537bd2,100,"Conseguentemente, esperite le opportune verifiche previste dalla legge, si procederà all'aggiudicazione definitiva e, acquisita la garanzia per l'esecuzione del contratto e gli altri documenti richiesti dal Capitolato Speciale alla stipulazione del contratto in forma pubblica amministrativa, ai sensi dell'art. 32, comma 14, del D.lgs. 50/2016. ","La legge ha controllato e ottenuto il certificato ufficiale di firmare il contratto entro le regole stabilite dalla legge. Contemporaneamente, verrà poi dato la garanzia per completare il contratto e altri documenti richiesti dal Capitolato Speciale per firmare il contratto in modo pubblico amministrativo. Questo avviene secondo l'articolo 32, comma 14, del Decreto Legislativo 50/2016.",56,62,328,334,136,47,42,3,0,14,11,3,0,2,8,1,0,6,9,0,6,0,2,0,9,2,83.92857142857143,46.5,29.47619047619047,0.5892857142857143,45,39,7,3,75.37347674369812,170,30,23,28,13
6d52bcc84ee3fa9bfec74bb009537bd2,101,"Prima della stipulazione del contratto, le imprese che si saranno presentate in Raggruppamento Temporaneo, Consorzio ordinario, aggregazioni di imprese di rete o GEIE da costituire dovranno costituire formalmente il Raggruppamento Temporaneo, il Consorzio ordinario, il raggruppamento di rete o il GEIE.","Prima di firmare il contratto, le imprese che si stanno presentando in raggruppamento Temporaneo come Consorzio ordinario, gruppi di imprese di rete o GEIE dovranno essere formate ufficialmente al Raggruppamento Temporaneo, il Consorzio ordinario o la rete in più aziende di rete o di rete.",45,49,242,246,99,30,29,1,0,13,6,0,0,2,5,2,0,3,9,2,4,0,3,0,3,3,66.66666666666666,41.888888888888886,17.99999999999997,0.5333333333333333,39,34,5,8,85.27117967605591,77,12,10,11,5
6d52bcc84ee3fa9bfec74bb009537bd2,102,"In sede di verifica, per la comprova delle dichiarazioni rese in sede di gara, in merito alla capacità economico – finanziaria e alla capacità tecnico – organizzativa, i soggetti tenuti dovranno presentare: 
- per i requisiti di fatturato: copia dei bilanci d'esercizio o delle dichiarazioni IVA o, per i prestatori di servizi stabiliti in Stati membri che non prevedono la pubblicazione del bilancio, documentazione equipollente; 
- per l'elenco dei principali servizi: se trattasi di servizi e forniture prestati a favore di Amministrazioni o Enti pubblici, essi saranno provati da certificati rilasciati e vistati dalle Amministrazioni o dagli Enti medesimi; se trattasi di servizi e forniture prestati a privati, l'effettuazione della prestazione sarà dichiarata da questi, o in mancanza, dallo stesso concorrente; 
- i documenti attestanti l'iscrizione all'Albo dei Gestori Ambientali, istituito ai sensi dell'art. 212 del D.lgs.152/2006 e s. m. e i., per le categorie e classi di cui al DM 406/1998 dichiarate","In processo di verifica, per dimostrare una conferma delle dichiarazioni fatte durante la gara, non devono fare dichiarazioni. Le persone tenuti devono presentare:<unk>- I requisiti per pagare: la copia dei bilanci d'esercizio o delle dichiarazioni IVA o altri servizi stabiliti in Stati membri che non potranno pubblicare il bilancio, documenti che li integrano.<unk>- I requisiti principali: se ci sono servizi e forniture eseguite da aziende o enti pubblici, che non includono la pubblicazione del bilancio, i documenti che lo certificano.",81,90,454,463,190,62,52,4,0,25,13,0,0,3,9,7,0,4,13,1,10,0,4,1,13,0,76.5432098765432,47.76543209876543,33.28086419753086,0.5555555555555556,72,62,10,7,78.50415110588074,538,29,80,27,48
6d52bcc84ee3fa9bfec74bb009537bd2,103,"Si rammenta che il concorrente, singolo o consorziato o raggruppato potrà soddisfare la richiesta relativa al possesso dei requisiti di carattere economico, finanziario, tecnico, organizzativo, avvalendosi dei requisiti di altro soggetto.","Una persona, un gruppo o gruppo può fare richiesta su come gestire la richiesta in modo economico, finanziario, tecnico o organizzativo, valutandosi con i requisiti di altre persone.",28,33,150,155,64,25,22,1,0,8,4,0,0,0,5,0,0,4,4,0,5,0,2,1,4,0,89.28571428571429,46.142857142857146,29.428571428571416,0.5714285714285714,26,25,1,3,77.60999798774719,105,17,19,16,12
6d52bcc84ee3fa9bfec74bb009537bd2,104,"I requisiti di capacità tecnica e professionale riportati nel punto devono intendersi come requisiti ""soggettivi"" necessari per assicurare il corretto espletamento del servizio e titolo autorizzatorio al suo esercizio e, pertanto, non sono suscettibili di alcuna forma di sostituzione, né per essi è possibile ricorrere all'avvalimento;","I requisiti tecnici e professionali nel punto devono essere richiesti come requisiti necessari per garantire che il servizio sia corretto e che il titolo legale per il servizio sia completato. Tuttavia, non devono essere modificati o sostituiti, né possono essere sostituiti da altri tipi di lavoro.",46,50,250,254,109,34,32,2,0,8,15,0,0,2,5,0,0,4,6,0,4,0,4,2,2,13,73.91304347826086,47.69565217391305,28.97826086956522,0.6304347826086957,45,42,3,4,65.98356366157532,168,23,25,23,17
6d52bcc84ee3fa9bfec74bb009537bd2,105,"Il concorrente sarà vincolato alla propria offerta per centottanta giorni dalla scadenza del termine per la presentazione di cui all'art. 12, salvo proroghe richieste dalla stazione appaltante. ","Il concorrente deve chiedere di vendere lo sconto di 50 giorni dalla scadenza del termine per presentare il contratto, ma non dovrà rispondere alle richieste dalla stazione appaltante.",28,30,155,157,61,26,23,1,0,8,6,1,0,1,3,0,0,1,7,0,2,0,1,0,6,0,92.85714285714286,44.357142857142854,36.39285714285717,0.5714285714285714,22,19,3,2,73.51633310317993,68,14,14,12,8
6d52bcc84ee3fa9bfec74bb009537bd2,106,"L'impresa aggiudicataria si impegna a mantenere l'offerta valida per tutta la durata del contratto, fatta salva le revisioni di Legge.","L'azienda che si tratta di una impresa si impegna a mantenere l'offerta valida tutte le parti del contratto, evitando la revisione dei decreti legali.",26,28,125,127,52,25,21,1,0,7,4,0,0,0,6,3,0,2,4,0,2,0,0,0,4,0,96.15384615384616,52.46153846153846,50.0,0.5,24,21,3,2,79.40288782119751,51,11,8,10,6
6d52bcc84ee3fa9bfec74bb009537bd2,107,"È consentito il subappalto nella misura consentita dalla normativa vigente, purché indicato in sede di offerta ovvero successivamente previa autorizzazione della stazione appaltante.","Il subappalto può essere fatto in base alla legge, ma non serve comunque andare in una offerta o a seconda di un'autorizzazione del servizio che ha vinto l'appalto.",30,32,135,137,58,29,27,1,0,8,7,0,0,2,4,1,0,0,6,0,2,0,2,0,4,3,96.66666666666667,54.0,50.333333333333314,0.5666666666666667,26,24,2,3,52.507489919662476,103,24,18,22,12
6d52bcc84ee3fa9bfec74bb009537bd2,108,"Per eventuali richieste di informazioni e documenti complementari, nonché per chiarimenti di natura procedurale, il concorrente potrà rivolgersi, tramite richiesta scritta inviata via e-mail all'UFFICIO TECNICO del Comune di Rionero Sannitico.","Per chiedere informazioni o informazioni complete, puoi fare una richiesta scritta tramite email all'Ufficio Tecnico del Comune di Rionero Sannitico.",21,23,128,130,50,20,20,1,0,5,3,0,0,0,1,0,0,3,5,3,2,0,1,0,3,0,95.23809523809523,42.333333333333336,30.23809523809524,0.5238095238095238,16,15,1,2,73.1502115726471,102,9,19,8,13
6d52bcc84ee3fa9bfec74bb009537bd2,109,"Le richieste di informazioni complementari e di chiarimenti, pena la non considerazione delle stesse, dovranno pervenire esclusivamente via e-mail all'indirizzo di posta sopraindicato e saranno riscontrate, sempre che siano state presentate in tempo utile, direttamente al richiedente per iscritto via e-mail e, se di interesse generale, saranno pubblicate in forma anonima sul sito del Comune di Rionero Sannitico, almeno sei giorni prima del termine ultimo di presentazione delle offerte.",Le richieste di informazioni complementari e chiarimenti dovranno essere inviate solo attraverso e-mail all'indirizzo dell'indirizzo indicato. Le richieste saranno pubblicate in modo anonimo sul sito del Comune di Rionero Sannitico almeno sei giorni prima di presentare le offerte.,40,42,242,244,101,35,32,2,0,11,6,1,0,3,3,0,0,3,9,3,2,0,1,0,1,5,87.5,43.5,21.875,0.575,30,29,1,4,85.88307499885559,203,10,34,8,28
